file_name,yolo_model_confidence,yolo_class_id,yolo_xy_coords
1-300-ls-14-g03_3420_4560,0.9433257579803467,7.0,"[293.6816101074219, 380.53741455078125, 670.1510009765625, 495.8575744628906]"
1-310-ls-14-g03_11400_12540,,,
10-040-ls-34-b-01_12540_13680,,,
10-040-ls-34-b-01_14820_15960,,,
10-040-ls-34-b-01_25080_26220,,,
10-040-ls-34-b-01_29640_30780,,,
10-040-ls-34-b-01_4560_5700,,,
10-050-ls-34-b-01_18240_19380,0.9726784825325012,6.0,"[717.5897216796875, 248.85671997070312, 973.7361450195312, 341.69732666015625]"
10-050-ls-34-b-01_19380_20520,,,
10-050-ls-34-b-01_25080_26220,,,
10-056-ls-34-b-01_11400_12540,0.3283882439136505,7.0,"[307.3299865722656, 121.64421844482422, 694.0385131835938, 229.93585205078125]"
10-056-ls-34-b-01_22800_23940,,,
10-056-ls-34-b-01_26220_27360,0.9717406034469604,6.0,"[320.3861083984375, 297.938232421875, 570.5108642578125, 384.0429382324219]"
10-056-ls-34-b-01_27360_28500,,,
10-056-ls-34-b-01_28500_29640,,,
10-057-ls-34-b-01_18240_19380,0.2596145272254944,0.0,"[972.2195434570312, 533.0189819335938, 980.52490234375, 539.6490478515625]"
10-057-ls-34-b-01_19380_20520,0.9446707367897034,7.0,"[419.0725402832031, 210.22384643554688, 798.1282958984375, 314.12042236328125]"
10-057-ls-34-b-01_21660_22800,,,
10-060-ls-34-b-01_0_1140,,,
10-060-ls-34-b-01_2280_3420,0.895418107509613,6.0,"[65.71350860595703, 288.2724609375, 320.7885437011719, 380.8916320800781]"
10-060-ls-34-b-01_30780_31920,,,
10-060-ls-34-b-01_9120_10260,0.8237167000770569,6.0,"[754.4839477539062, 264.5256042480469, 1003.5021362304688, 360.5965881347656]"
10-070-ls-34-b-01_27360_28500,,,
10-070-ls-34-b-01_9120_10260,0.2668076753616333,0.0,"[828.7589111328125, 575.1101684570312, 836.1171875, 580.8617553710938]"
10-080-ls-34-b-01_22800_23940,,,
10-080-ls-34-b-01_23940_25080,,,
10-080-ls-34-b-01_26220_27360,0.8926552534103394,6.0,"[290.84967041015625, 364.1100158691406, 538.573486328125, 446.81689453125]"
10-080-ls-34-b-01_27360_28500,0.956013560295105,7.0,"[63.44015121459961, 343.29443359375, 437.7982482910156, 443.4189147949219]"
10-080-ls-34-b-01_3420_4560,0.9508733153343201,7.0,"[107.53150939941406, 213.2097625732422, 489.6572570800781, 331.55560302734375]"
10-080-ls-34-b-01_6840_7980,,,
10-090-ls-34-b-01_11400_12540,,,
10-090-ls-34-b-01_23940_25080,,,
10-090-ls-34-b-01_4560_5700,,,
10-100-ls-34-b-01_15960_17100,,,
10-100-ls-34-b-01_7980_9120,,,
10-110-ls-34-b-01_27360_28500,,,
10-110-ls-34-b-01_29640_30780,,,
10-110-ls-34-b-01_7980_9120,,,
10-120-ls-34-b-01_11400_12540,,,
10-120-ls-34-b-01_12540_13680,,,
10-120-ls-34-b-01_18240_19380,0.9415859580039978,6.0,"[526.8119506835938, 338.745361328125, 777.1134643554688, 421.22174072265625]"
10-120-ls-34-b-01_9120_10260,0.6970816254615784,6.0,"[811.09033203125, 335.31402587890625, 1059.993896484375, 423.0491027832031]"
10-130-ls-34-b-01_10260_11400,0.32499757409095764,0.0,"[1019.5333862304688, 605.1083984375, 1025.9874267578125, 610.8698120117188]"
10-130-ls-34-b-01_9120_10260,0.9532908797264099,6.0,"[203.5145263671875, 284.8563537597656, 457.8216247558594, 378.6158142089844]"
10-140-ls-34-b-01_11400_12540,,,
10-140-ls-34-b-01_23940_25080,,,
10-140-ls-34-b-01_7980_9120,,,
10-150-ls-34-b-01_12540_13680,,,
10-150-ls-34-b-01_17100_18240,,,
10-150-ls-34-b-01_30780_31920,,,
10-160-ls-34-b-01_23940_25080,,,
10-160-ls-34-b-01_6840_7980,0.3557785451412201,0.0,"[409.25811767578125, 636.7483520507812, 422.46875, 647.7200927734375]"
10-170-ls-34-b-01_10260_11400,0.36416488885879517,6.0,"[0.0, 323.233642578125, 244.56224060058594, 423.2571716308594]"
10-170-ls-34-b-01_12540_13680,,,
10-170-ls-34-b-01_22800_23940,,,
10-170-ls-34-b-01_2280_3420,0.9680830240249634,6.0,"[346.7038269042969, 340.8865661621094, 595.998779296875, 428.4592590332031]"
10-170-ls-34-b-01_27360_28500,0.9470782279968262,6.0,"[77.78855895996094, 311.8145751953125, 333.2856140136719, 401.23883056640625]"
10-170-ls-r1-1-18aa_29640_30780,,,
10-180-ls-34-b-01_11400_12540,,,
10-180-ls-34-b-01_1140_2280,,,
10-180-ls-34-b-01_15960_17100,,,
10-180-ls-34-b-01_26220_27360,0.9717612862586975,6.0,"[779.6232299804688, 366.4095458984375, 1025.10400390625, 451.2864685058594]"
10-190-ls-34-b-01_19380_20520,,,
10-190-ls-34-b-01_20520_21660,0.9567118287086487,7.0,"[176.51846313476562, 285.1214904785156, 559.3244018554688, 396.49078369140625]"
10-190-ls-34-b-01_21660_22800,,,
10-200-ls-34-b-01_25080_26220,,,
10-200-ls-34-b-01_27360_28500,0.9523592591285706,7.0,"[249.36944580078125, 302.26220703125, 627.9287719726562, 412.3959045410156]"
10-200-ls-34-b-01_4560_5700,,,
10-200-ls-34-b-01_6840_7980,,,
10-210-ls-34-b-01_23940_25080,,,
10-210-ls-34-b-01_26220_27360,0.9695611596107483,6.0,"[307.6776123046875, 364.7711486816406, 557.9274291992188, 448.27349853515625]"
10-210-ls-34-b-01_9120_10260,0.9393944144248962,6.0,"[151.7836456298828, 290.7520751953125, 406.27203369140625, 379.590576171875]"
10-220-ls-34-b-01_20520_21660,,,
10-220-ls-34-b-01_7980_9120,,,
10-230-ls-34-b-01_13680_14820,,,
10-230-ls-34-b-01_19380_20520,,,
10-240-ls-34-b-01_10260_11400,0.9500763416290283,7.0,"[193.68850708007812, 304.9815673828125, 572.4950561523438, 406.5931701660156]"
10-240-ls-34-b-01_11400_12540,,,
10-240-ls-34-b-01_17100_18240,,,
10-240-ls-34-b-01_21660_22800,,,
10-240-ls-34-b-01_26220_27360,0.9460285305976868,6.0,"[469.3991394042969, 281.9757080078125, 718.688720703125, 366.92022705078125]"
10-240-ls-34-b-01_6840_7980,,,
10-250-ls-34-b-01_20520_21660,,,
10-260-ls-34-b-01_0_1140,,,
10-260-ls-34-b-01_18240_19380,0.965192437171936,7.0,"[625.3309326171875, 305.1787109375, 994.3739624023438, 415.6579284667969]"
10-260-ls-34-b-01_28500_29640,,,
10-260-ls-r2-1-18aa_12540_13680,,,
10-260-ls-r2-1-18aa_5700_6840,,,
10-270-ls-34-g-01_13680_14820,0.2798251211643219,0.0,"[837.3378295898438, 609.5220336914062, 844.5469970703125, 614.931396484375]"
10-270-ls-34-g-01_14820_15960,,,
10-270-ls-34-g-01_20520_21660,,,
10-270-ls-34-g-01_3420_4560,0.9432648420333862,7.0,"[102.54157257080078, 275.3718566894531, 485.8340148925781, 398.1660461425781]"
10-280-ls-34-g-01_17100_18240,,,
10-280-ls-34-g-01_18240_19380,0.9183483719825745,6.0,"[729.9871215820312, 293.0825500488281, 979.9038696289062, 375.6012878417969]"
10-280-ls-34-g-01_25080_26220,,,
10-280-ls-34-g-01_5700_6840,,,
10-290-ls-34-g-01_1140_2280,0.970949649810791,6.0,"[783.4736938476562, 294.2301330566406, 1034.31640625, 382.1578674316406]"
10-290-ls-34-g-01_14820_15960,,,
10-290-ls-34-g-01_21660_22800,,,
10-290-ls-34-g-01_23940_25080,,,
10-300-ls-34-g-01_13680_14820,,,
10-310-ls-34-g-01_27360_28500,0.9609551429748535,7.0,"[558.0772094726562, 351.9794006347656, 923.2667846679688, 451.91632080078125]"
10-310-ls-34-g-01_4560_5700,,,
10-310-ls-34-g-01_9120_10260,0.9113397598266602,6.0,"[726.6774291992188, 289.86029052734375, 975.21435546875, 375.14776611328125]"
10-320-ls-34-v-01_20520_21660,,,
10-320-ls-34-v-01_23940_25080,,,
10-320-ls-34-v-01_6840_7980,,,
10-320-ls-r1-1-v-01_11400_12540,,,
10-320-ls-r1-1-v-01_1140_2280,0.943389892578125,6.0,"[766.5753784179688, 257.4698486328125, 1017.2899780273438, 350.69866943359375]"
10-320-ls-r1-1-v-01_25080_26220,,,
10-330-ls-34-g-01_0_1140,,,
10-330-ls-34-g-01_25080_26220,,,
10-330-ls-34-g-01_28500_29640,,,
10-330-ls-34-g-01_29640_30780,,,
10-330-ls-34-g-01_7980_9120,,,
10-340-ls-34-g-01_12540_13680,,,
10-340-ls-34-g-01_15960_17100,,,
10-340-ls-34-g-01_21660_22800,,,
10-340-ls-34-g-01_22800_23940,,,
10-340-ls-34-g-01_9120_10260,,,
10-350-ls-34-g-01_11400_12540,,,
10-350-ls-34-g-01_27360_28500,0.918635368347168,7.0,"[146.17474365234375, 175.49864196777344, 513.188232421875, 275.2110900878906]"
10-360-ls-34-g-01_21660_22800,,,
10-360-ls-34-g-01_2280_3420,0.9467567801475525,6.0,"[310.12738037109375, 258.2024841308594, 563.4522094726562, 350.69610595703125]"
10-360-ls-34-g-01_7980_9120,,,
10-380-ls-34-g-01_18240_19380,,,
10-390-ls-34-g-01_18240_19380,0.9454696774482727,6.0,"[427.8971252441406, 235.32424926757812, 676.6868896484375, 316.720703125]"
10-390-ls-34-g-01_21660_22800,0.2754979431629181,0.0,"[500.78948974609375, 504.87103271484375, 507.81304931640625, 510.6104431152344]"
10-390-ls-34-g-01_22800_23940,,,
10-390-ls-34-g-01_29640_30780,,,
10-390-ls-34-g-01_6840_7980,,,
10-396-zh-1-11ra0xkh_18240_19380,0.9424102902412415,6.0,"[293.13922119140625, 324.70745849609375, 545.8187866210938, 411.3704833984375]"
10-397-ls-1-71s0-76xf_10260_11400,,,
10-397-ls-1-71s0-76xf_14820_15960,,,
10-397-ls-1-71s0-76xf_17100_18240,,,
10-397-ls-1-71s0-76xf_28500_29640,0.9477435350418091,7.0,"[10.278959274291992, 215.9175262451172, 382.0173034667969, 327.0222473144531]"
10-397-ls-1-71s0-76xf_29640_30780,,,
10-398-ls-1-11ra-0xkh_0_1140,0.2953813970088959,0.0,"[461.99676513671875, 652.08642578125, 472.8941650390625, 660.5023803710938]"
10-398-ls-1-11ra-0xkh_22800_23940,,,
10-398-ls-1-11ra-0xkh_29640_30780,,,
10-399-ls-1-76xf-71s0_17100_18240,,,
10-399-ls-1-76xf-71s0_18240_19380,0.9597430229187012,6.0,"[473.1997985839844, 334.10675048828125, 725.0096435546875, 426.93365478515625]"
10-399-ls-1-76xf-71s0_19380_20520,,,
10-399-ls-1-76xf-71s0_6840_7980,,,
10-400-ls-34-g-01_18240_19380,0.9419878125190735,6.0,"[584.5006713867188, 344.68792724609375, 834.6817626953125, 425.758056640625]"
10-410-ls-34-g-01_11400_12540,,,
10-410-ls-34-g-01_25080_26220,,,
10-410-ls-34-g-01_4560_5700,,,
1000-b1-14-d01_6840_7980,,,
1000-b1-14-d01_7980_9120,,,
1020-b1-14-d01_21660_22800,0.26636630296707153,0.0,"[466.6260681152344, 620.86572265625, 474.3992919921875, 627.5565185546875]"
1020-b1-14-d01_4560_5700,,,
1030-b1-14-d01_11400_12540,,,
1030-b1-14-d01_17100_18240,,,
1030-b1-14-d01_19380_20520,0.9430176615715027,7.0,"[377.7327575683594, 332.39788818359375, 750.1514282226562, 440.2926940917969]"
1030-b1-14-d01_22800_23940,,,
1030-b1-14-d01_25080_26220,,,
1030-b1-14-d01_28500_29640,,,
1030-b1-14-d01_7980_9120,0.25506290793418884,0.0,"[829.7636108398438, 661.5728759765625, 835.9929809570312, 667.1047973632812]"
1040-b1-14-d01_10260_11400,0.6536043286323547,7.0,"[596.8123779296875, 326.56915283203125, 973.6273803710938, 427.2967834472656]"
1040-b1-14-d01_12540_13680,,,
1040-b1-14-d01_2280_3420,0.942386269569397,6.0,"[85.8289566040039, 340.1647033691406, 341.9160461425781, 429.4135437011719]"
1050-b1-14-h01_2280_3420,0.8853578567504883,6.0,"[160.50750732421875, 325.88043212890625, 416.5098571777344, 417.8359069824219]"
1050-b1-14-h01_23940_25080,,,
1050-b1-14-h01_5700_6840,,,
1060-b1-14-h01_1140_2280,0.46376657485961914,0.0,"[344.0977478027344, 592.8948364257812, 350.3857421875, 599.1041259765625]"
1060-b1-14-h01_12540_13680,,,
1060-b1-14-h01_13680_14820,,,
1060-b1-14-h01_15960_17100,,,
1060-b1-14-h01_17100_18240,,,
1060-b1-14-h01_2280_3420,0.9169397950172424,6.0,"[298.216064453125, 319.3198547363281, 550.079833984375, 405.3627624511719]"
1060-b1-14-h01_29640_30780,,,
1060-b1-14-h01_9120_10260,,,
1070-b1-14-h01_11400_12540,,,
1070-b1-14-h01_12540_13680,,,
1070-b1-14-h01_17100_18240,,,
1070-b1-14-h01_30780_31920,,,
1070-b1-14-h01_3420_4560,0.37010911107063293,0.0,"[112.78263092041016, 617.9763793945312, 119.55299377441406, 624.3372192382812]"
1080-b1-14-h01_1140_2280,0.4670245945453644,0.0,"[887.2255249023438, 650.075439453125, 895.553955078125, 658.5580444335938]"
1080-b1-14-h01_13680_14820,,,
1080-b1-14-h01_7980_9120,,,
1090-b1-14-h01_14820_15960,,,
1090-b1-14-h01_18240_19380,0.855968177318573,6.0,"[302.1491394042969, 332.56512451171875, 553.7824096679688, 413.4860534667969]"
1090-b1-14-h01_23940_25080,,,
1090-b1-14-h01_4560_5700,,,
11-050-ls-34-g01_21660_22800,,,
11-050-ls-34-g01_23940_25080,,,
11-060-ls-34-g01_1140_2280,0.9703807830810547,6.0,"[842.4319458007812, 269.26739501953125, 1089.334716796875, 355.3155212402344]"
11-060-ls-34-g01_25080_26220,,,
11-060-ls-34-g01_26220_27360,0.9360928535461426,6.0,"[670.0216674804688, 307.892333984375, 918.8341674804688, 392.1506652832031]"
11-070-ls-34-g01_23940_25080,,,
11-070-ls-34-g01_27360_28500,0.4896044135093689,0.0,"[86.13432312011719, 607.2086791992188, 93.01396179199219, 613.6649780273438]"
11-070-ls-34-g01_28500_29640,,,
11-079-ls-1-11ra0hkh_26220_27360,0.9718986749649048,6.0,"[520.1630249023438, 302.28558349609375, 772.1332397460938, 396.7820739746094]"
11-079-ls-1-11ra0hkh_27360_28500,,,
11-079-ls-1-11ra0hkh_4560_5700,,,
11-080-ls-34-g01_23940_25080,,,
11-080-ls-34-g01_5700_6840,,,
11-090-ls-34-g01_12540_13680,,,
11-090-ls-34-g01_2280_3420,0.9612441062927246,6.0,"[329.5679626464844, 383.2426452636719, 578.9725952148438, 463.94427490234375]"
11-090-ls-34-g01_26220_27360,,,
11-090-ls-r1-34-1s4r_25080_26220,,,
11-090-ls-r1-34-1s4r_26220_27360,0.2559361159801483,0.0,"[428.3712158203125, 617.1702880859375, 434.6324462890625, 622.65673828125]"
11-090-ls-r1-34-1s4r_4560_5700,,,
11-090-ls-r1-34-1s4r_9120_10260,0.9372264742851257,6.0,"[649.093017578125, 392.1688232421875, 893.4716796875, 473.2492980957031]"
11-110-ls-34-g01_0_1140,,,
11-110-ls-34-g01_30780_31920,,,
11-120-ls-34-g01_19380_20520,0.8975477814674377,7.0,"[189.31826782226562, 302.3559265136719, 567.1131591796875, 417.1298828125]"
11-130-ls-34-g01_6840_7980,0.26141366362571716,0.0,"[976.532470703125, 484.5019226074219, 982.6731567382812, 490.82611083984375]"
11-130-ls-r1-1-1sr4_10260_11400,0.9117046594619751,7.0,"[636.1910400390625, 327.187744140625, 1009.5493774414062, 429.17510986328125]"
11-130-ls-r1-1-1sr4_2280_3420,0.949207067489624,6.0,"[133.0727081298828, 351.0428466796875, 386.9172668457031, 434.82879638671875]"
11-130-ls-r1-1-1sr4_28500_29640,,,
11-140-ls-34-g01_10260_11400,0.9489095211029053,6.0,"[29.63364028930664, 264.11309814453125, 285.73956298828125, 359.3783874511719]"
11-140-ls-34-g01_13680_14820,,,
11-140-ls-34-g01_22800_23940,,,
11-140-ls-34-g01_2280_3420,0.9689294099807739,6.0,"[325.478515625, 297.1650695800781, 575.6680297851562, 381.7542724609375]"
11-150-ls-34-g01_11400_12540,,,
11-150-ls-34-g01_17100_18240,,,
11-160-ls-34-g01_5700_6840,,,
11-170-ls-34-g01_28500_29640,,,
11-180-ls-34-g01_0_1140,,,
11-180-ls-34-g01_10260_11400,,,
11-180-ls-34-g01_20520_21660,,,
11-180-ls-34-g01_21660_22800,,,
11-180-ls-34-g01_25080_26220,,,
11-180-ls-34-g01_9120_10260,0.9424154758453369,6.0,"[147.67312622070312, 252.4481964111328, 402.7813720703125, 346.5967102050781]"
11-190-ls-34-g01_18240_19380,0.9487034678459167,6.0,"[713.525634765625, 283.9967346191406, 963.3462524414062, 366.00494384765625]"
11-190-ls-34-g01_19380_20520,0.9559120535850525,7.0,"[503.0794372558594, 267.22119140625, 875.8810424804688, 381.56121826171875]"
11-190-ls-34-g01_21660_22800,0.31790634989738464,0.0,"[528.08154296875, 559.7073974609375, 535.6270141601562, 566.3223876953125]"
11-190-ls-34-g01_22800_23940,,,
11-200-ls-34-g01_12540_13680,,,
11-200-ls-34-g01_19380_20520,0.9195557832717896,7.0,"[248.0218963623047, 319.4586181640625, 623.42333984375, 431.9237976074219]"
11-200-ls-34-g01_2280_3420,0.3184243440628052,0.0,"[309.663818359375, 591.8955688476562, 318.4403381347656, 599.1001586914062]"
11-200-ls-34-g01_23940_25080,0.3260328471660614,0.0,"[679.6786499023438, 566.0430908203125, 686.1411743164062, 571.9332275390625]"
11-200-ls-34-g01_4560_5700,,,
11-210-ls-r3-1-34-g01_21660_22800,0.5051590204238892,0.0,"[932.1030883789062, 591.5633544921875, 940.347900390625, 599.318603515625]"
11-210-ls-r3-1-34-g01_3420_4560,,,
11-310-ls-34-g01_18240_19380,,,
11-310-ls-34-g01_22800_23940,,,
11-310-ls-34-g01_7980_9120,,,
11-310-ls-34-g01_9120_10260,,,
11-320-ls-34-g01_17100_18240,,,
11-320-ls-34-g01_25080_26220,,,
11-320-ls-34-g01_27360_28500,0.9644621014595032,7.0,"[137.27316284179688, 176.6348114013672, 504.38592529296875, 277.4609069824219]"
11-320-ls-34-g01_4560_5700,,,
11-320-ls-34-g01_9120_10260,0.8516854047775269,6.0,"[821.653076171875, 175.8067626953125, 1075.8603515625, 263.6561279296875]"
11-330-ls-34-g01_19380_20520,0.8735759258270264,6.0,"[128.5100555419922, 238.7415771484375, 377.6606140136719, 320.0467834472656]"
11-330-ls-34-g01_7980_9120,,,
11-336-ls-34-b01_19380_20520,,,
11-337-ls-34-b01_10260_11400,,,
11-337-ls-34-b01_11400_12540,0.9606462717056274,7.0,"[78.60054016113281, 191.27903747558594, 459.9992370605469, 299.81268310546875]"
11-337-ls-34-b01_17100_18240,,,
11-337-ls-34-b01_28500_29640,0.9516420960426331,7.0,"[240.25103759765625, 164.2555389404297, 615.1382446289062, 273.4989318847656]"
11-337-ls-34-b01_30780_31920,,,
11-338-ls-34-b01_30780_31920,,,
11-338-ls-34-b01_4560_5700,,,
11-338-ls-34-b01_7980_9120,,,
11-338-ls-34-b01_9120_10260,0.9435431361198425,6.0,"[693.28076171875, 227.526123046875, 946.1314086914062, 321.9891052246094]"
11-339-ls1-11ra0hkh_18240_19380,,,
11-339-ls1-11ra0hkh_20520_21660,0.9420774579048157,7.0,"[653.4178466796875, 357.0864562988281, 1024.090576171875, 463.9156494140625]"
11-339-ls1-11ra0hkh_23940_25080,,,
11-340-ls-34-g01_11400_12540,,,
11-340-ls-34-g01_20520_21660,,,
11-340-ls-34-g01_21660_22800,,,
11-340-ls-34-g01_5700_6840,,,
11-350-ls-34-g01_2280_3420,,,
11-350-ls-34-g01_27360_28500,0.9401634931564331,7.0,"[57.11983871459961, 287.4571838378906, 432.130615234375, 388.184814453125]"
11-350-ls-34-g01_9120_10260,0.9475882053375244,6.0,"[293.365966796875, 329.14154052734375, 546.6681518554688, 423.17340087890625]"
11-360-ls-34-g01_30780_31920,,,
11-360-ls-34-g01_9120_10260,0.9261597990989685,6.0,"[264.59625244140625, 308.07391357421875, 517.7476806640625, 403.7942199707031]"
11-370-ls-34-g01_28500_29640,,,
11-370-ls-34-g01_4560_5700,,,
11-370-ls-34-g01_5700_6840,,,
11-380-ls-34-g01_18240_19380,0.9183448553085327,6.0,"[331.10638427734375, 284.9678039550781, 585.0982666015625, 368.4226989746094]"
11-380-ls-34-g01_19380_20520,0.9588260650634766,7.0,"[119.96161651611328, 255.57887268066406, 500.31646728515625, 368.17950439453125]"
11-380-ls-34-g01_22800_23940,,,
11-390-ls-34-g01_10260_11400,0.9657300114631653,7.0,"[157.92861938476562, 269.3517150878906, 540.2206420898438, 378.6019592285156]"
11-390-ls-34-g01_15960_17100,,,
11-390-ls-34-g01_7980_9120,0.3540565073490143,0.0,"[425.947265625, 508.5955505371094, 435.7965393066406, 517.8059692382812]"
11-400-ls-34-g01_13680_14820,,,
11-400-ls-34-g01_23940_25080,,,
11-400-ls-34-g01_4560_5700,,,
11-410-ls-34-g01_0_1140,,,
11-410-ls-34-g01_15960_17100,,,
11-410-ls-34-g01_21660_22800,,,
11-410-ls-34-g01_2280_3420,,,
11-411-p1-zh-1-0xkh_3420_4560,,,
11-411-zh-1-11ra0hkh_1140_2280,,,
11-411-zh-1-11ra0hkh_12540_13680,0.9609265327453613,7.0,"[89.13766479492188, 270.0853576660156, 469.30816650390625, 380.51824951171875]"
11-411-zh-1-11ra0hkh_19380_20520,0.47673195600509644,6.0,"[181.73599243164062, 337.3490905761719, 435.4125671386719, 430.75567626953125]"
1100-b1-14-d01_12540_13680,,,
1100-b1-14-d01_18240_19380,0.9349749088287354,7.0,"[606.5965576171875, 324.41156005859375, 977.0540771484375, 436.2185974121094]"
1100-b1-14-d01_21660_22800,,,
1100-b1-14-d01_22800_23940,,,
1100-b1-14-d01_23940_25080,,,
1100-b1-14-d01_30780_31920,,,
1110-b1-14-d01_13680_14820,,,
1110-b1-14-d01_14820_15960,,,
1120-b1-14-d01_27360_28500,0.925345242023468,7.0,"[430.9789733886719, 315.2771911621094, 800.2849731445312, 414.59954833984375]"
1120-b1-14-d01_29640_30780,,,
1120-b1-14-d01_3420_4560,0.9247950911521912,7.0,"[455.0119934082031, 280.01361083984375, 831.0892944335938, 396.62054443359375]"
1120-b1-14-d01_9120_10260,0.4457661807537079,6.0,"[593.0722045898438, 280.77783203125, 841.1114501953125, 365.14544677734375]"
1130-b1-14-d01_12540_13680,,,
1130-b1-14-d01_28500_29640,,,
1130-b1-14-d01_3420_4560,,,
1140-b1-14-d01_3420_4560,0.9537203907966614,7.0,"[738.3394165039062, 330.58795166015625, 1110.341796875, 444.4188232421875]"
1140-b1-14-d01_6840_7980,,,
1150-b1-14-d01_21660_22800,0.2666533291339874,0.0,"[779.6635131835938, 648.7981567382812, 786.8247680664062, 655.0645141601562]"
1150-b1-14-d01_28500_29640,,,
1150-r2b1-1-31he_0_1140,,,
1150-r2b1-1-31he_29640_30780,,,
1160-b1-14-h01_0_1140,,,
1160-b1-14-h01_1140_2280,0.9189096689224243,6.0,"[567.8924560546875, 308.0379638671875, 820.272705078125, 399.67889404296875]"
1160-b1-14-h01_27360_28500,0.9464515447616577,7.0,"[158.90716552734375, 326.009765625, 533.8444213867188, 429.0498352050781]"
1170-b1-14-h01_0_1140,,,
1170-b1-14-h01_15960_17100,,,
1170-b1-14-h01_21660_22800,0.3070742189884186,0.0,"[811.0643920898438, 618.4429321289062, 819.9574584960938, 626.3165893554688]"
1170-b1-14-h01_5700_6840,,,
1180-b1-14-h01_21660_22800,,,
1180-b1-14-h01_22800_23940,,,
1180-b1-14-h01_25080_26220,,,
12-030-ls-1-11ra-0xkh_0_1140,,,
12-030-ls-1-11ra-0xkh_14820_15960,,,
12-030-ls-1-11ra-0xkh_21660_22800,,,
12-030-ls-1-11ra-0xkh_22800_23940,,,
12-040-ls-34-g01_10260_11400,,,
